window_start,activity,n_samples,coverage,quality_fraction,valid_window,hr_mean,delta_hr,hr_slope_bpm_min,rr_mean_ms,sdnn,rmssd,dfa_alpha1,acc_mean,ecg_mean,z_hr_mean,z_delta_hr,z_hr_slope_bpm_min,z_rmssd,z_sdnn,D_feature,D_mahalanobis,C,V,A,L,D_reg,episode_id,phase,R,dD_dt,D_OP,dDOP_dt,d2DOP_dt2
2026-07-19 00:00:00,Tidur,4,1.0,1.0,1,55.25,2.0,5.999999999999966,1089.5,79.62202375390032,125.50166001558173,,0.7961037836720134,14.217086261496135,0.40469445568595713,0.44966050631773014,1.1241512657943267,1.654600052420888,1.1285074975947174,1.0621599453369115,2.717541099366207,0.4823964140606067,0.8044925173306595,-0.1753226247498651,0.3736368076675699,1.0248204708790454,0,baseline,1.0,,1.0248204708790454,,
2026-07-19 00:01:00,Tidur,4,1.0,1.0,1,54.5,-3.0,-3.200000000000014,1101.5,34.45286635390443,47.752835866923476,,1.1546181730950855,3.2338766056225356,0.0,-0.6744907594765952,-0.5995473417569689,-0.8700862351146318,-0.9979384787191704,0.7165648698438193,1.3093758661515846,-0.2842313551882586,-0.6218599011526116,0.1835902940574598,0.2826956858404167,0.7623119091281324,0,baseline,1.0,-0.3455950754930922,0.7623119091281324,-0.26250856175091297,
2026-07-19 00:02:00,Tidur,4,1.0,1.0,1,55.75,0.0,-1.2000000000000073,1077.75,56.688476195196266,84.194219912454,,0.8337223744921001,6.122383727975592,0.6744907594765952,0.0,-0.2248302531588592,0.31325079417154444,0.04885596686207056,0.34813772932617404,1.2376900172370904,0.3250159698354845,0.04956313267928706,0.15035053657652603,0.15350496700012395,0.3927606695070722,0,baseline,1.0,-0.36842714051764525,0.3927606695070722,-0.3695512396210602,-0.10704267787014721
2026-07-19 00:03:00,Tidur,4,1.0,1.0,1,53.0,6.0,7.1999999999999815,1133.5,55.40457261514312,59.80523945831725,,0.9495006916112485,11.472030566971195,-0.8093889113719143,1.3489815189531904,1.3489815189531946,-0.47871648242415543,-0.011586860919774728,0.9512009685336604,2.096712023248816,0.1604784767034121,-0.10393628757497587,0.14441148379736218,0.30767983433144597,0.38997134569952385,0,baseline,1.0,0.6030632392074864,0.38997134569952385,-0.0027893238075483717,0.3667619158135118
2026-07-19 00:04:00,Tidur,4,1.0,1.0,1,53.0,0.0,-2.400000000000038,1133.75,52.702782975221844,91.26152895205442,,0.916034776192881,24.280932510322828,-0.8093889113719143,0.0,-0.4496605063177301,0.5427428593883651,-0.1387800617532634,0.4839699779430596,2.277733182003902,-0.47197860250764423,0.40171422097715803,-0.44666881201011094,0.19756691181701214,0.7891031800897704,0,baseline,1.0,-0.4672309905906008,0.7891031800897704,0.3991318343902466,0.40192115819779495
2026-07-19 00:05:00,Tidur,4,1.0,1.0,1,57.5,2.0,2.3999999999999595,1043.5,35.34119409414458,47.51140214025822,,0.7111046581893166,-0.6558012582144439,1.6187778227438285,0.44966050631773014,0.44966050631772997,-0.8779261532836179,-0.9561183284747505,0.9705408152113755,1.951598405950654,0.7978524116114616,-0.7801072686228978,0.7002943022193412,0.37795295222640024,1.3705460098406141,0,baseline,1.0,0.48657083726831585,1.3705460098406141,0.5814428297508437,0.18231099536059714
2026-07-19 00:06:00,Bekerja,4,1.0,1.0,1,65.5,21.0,31.99999999999997,936.75,165.62885215646057,147.67757672262456,,0.8835623805696486,1.8829124771992607,-6.070416835289357,4.721435316336167,5.463375151760453,6.043799636013747,12.045995984736912,7.356954714472043,12.1276257882357,-0.8014998128739457,0.9999994460533324,-0.7577137127976813,0.968873427283621,1.776301390756056,0,baseline,1.0,6.386413899260668,1.776301390756056,0.40575538091544194,-0.17568744883540177
2026-07-19 00:07:00,Bekerja,4,1.0,1.0,1,74.5,4.0,3.200000000000017,806.0,31.31559781748812,50.18964036531842,,1.064570250767662,-5.4979637349970165,0.0,0.8993210126354603,0.6070416835289447,0.6282536436493871,0.10636564254427762,0.5627244760949915,1.3279351038024,0.3459647678582711,0.3558541941863256,-0.00543913084213389,0.218432932340477,0.5422788564884342,0,baseline,1.0,-6.794230238377052,0.5422788564884342,-1.2340225342676219,-1.6397779151830638
2026-07-19 00:08:00,Bekerja,4,1.0,1.0,1,76.5,-1.0,-4.4795419735525786e-14,784.25,13.30100246848585,24.5085019262024,,1.2414844292262335,5.419975686185692,1.3489815189531904,-0.22483025315886507,0.06744907594765469,-0.7983576023161867,-1.4950221749859527,0.9744039535977579,1.8765775352431076,0.5945069922328001,-0.7941792034650248,0.643296545553311,0.385513596724539,1.2436278984528875,0,baseline,1.0,0.41167947750276634,1.2436278984528875,0.7013490419644532,1.9353715762320751
2026-07-19 00:09:00,Bekerja,4,1.0,1.0,1,74.5,4.0,3.199999999999992,806.0,31.31559781748812,51.31926214070762,,0.8962072217125825,-9.63465532735162,0.0,0.8993210126354603,0.6070416835289405,0.6910051891962639,0.10636564254427762,0.5772485964849705,1.3904247921360258,0.34596476785827057,0.38561965383022945,-0.021806729688131014,0.22486151474490923,0.5651834855092983,0,baseline,1.0,-0.3971553571127874,0.5651834855092983,-0.6784444129435891,-1.3797934549080424
